<TICKER>;<PER>;<DATE>;<TIME>;<CLOSE>
GAZP;D;18/07/08;00:00:00;296.5000000
GAZP;D;21/07/08;00:00:00;295.5000000
GAZP;D;22/07/08;00:00:00;293.0100000
GAZP;D;23/07/08;00:00:00;289.0200000
GAZP;D;24/07/08;00:00:00;280.0300000
GAZP;D;25/07/08;00:00:00;269.3100000
GAZP;D;28/07/08;00:00:00;271.0200000
GAZP;D;29/07/08;00:00:00;273.0000000
GAZP;D;30/07/08;00:00:00;279.1000000
GAZP;D;31/07/08;00:00:00;277.8900000
GAZP;D;01/08/08;00:00:00;273.2200000
GAZP;D;04/08/08;00:00:00;263.4000000
GAZP;D;05/08/08;00:00:00;250.3000000
GAZP;D;06/08/08;00:00:00;250.0000000
GAZP;D;07/08/08;00:00:00;256.8500000
GAZP;D;08/08/08;00:00:00;243.4000000
GAZP;D;11/08/08;00:00:00;261.6800000
GAZP;D;12/08/08;00:00:00;269.0000000
GAZP;D;13/08/08;00:00:00;263.2100000
GAZP;D;14/08/08;00:00:00;263.8400000
GAZP;D;15/08/08;00:00:00;267.1500000
GAZP;D;18/08/08;00:00:00;261.9800000
GAZP;D;19/08/08;00:00:00;243.8800000
GAZP;D;20/08/08;00:00:00;246.2500000
GAZP;D;21/08/08;00:00:00;250.2100000
GAZP;D;22/08/08;00:00:00;240.4900000
GAZP;D;25/08/08;00:00:00;231.3900000
GAZP;D;26/08/08;00:00:00;232.4900000
GAZP;D;27/08/08;00:00:00;233.2100000
GAZP;D;28/08/08;00:00:00;243.9900000
GAZP;D;29/08/08;00:00:00;242.3400000
GAZP;D;01/09/08;00:00:00;245.5900000
GAZP;D;02/09/08;00:00:00;246.5000000
GAZP;D;03/09/08;00:00:00;235.9900000
GAZP;D;04/09/08;00:00:00;229.5000000
GAZP;D;05/09/08;00:00:00;220.9000000
GAZP;D;08/09/08;00:00:00;225.4000000
GAZP;D;09/09/08;00:00:00;207.5900000
GAZP;D;10/09/08;00:00:00;205.0800000
GAZP;D;11/09/08;00:00:00;196.1000000
GAZP;D;12/09/08;00:00:00;210.0000000
GAZP;D;15/09/08;00:00:00;196.0600000
GAZP;D;16/09/08;00:00:00;160.9900000
GAZP;D;17/09/08;00:00:00;167.0000000
GAZP;D;19/09/08;00:00:00;215.0000000
GAZP;D;22/09/08;00:00:00;208.0000000
GAZP;D;23/09/08;00:00:00;202.9700000
GAZP;D;24/09/08;00:00:00;214.5000000
GAZP;D;25/09/08;00:00:00;210.0000000
GAZP;D;26/09/08;00:00:00;206.1200000
GAZP;D;29/09/08;00:00:00;193.0000000
GAZP;D;30/09/08;00:00:00;198.0000000
GAZP;D;01/10/08;00:00:00;198.0000000
GAZP;D;02/10/08;00:00:00;191.0900000
GAZP;D;03/10/08;00:00:00;180.0000000
GAZP;D;06/10/08;00:00:00;143.9400000
GAZP;D;07/10/08;00:00:00;139.7500000
GAZP;D;08/10/08;00:00:00;116.9000000
GAZP;D;09/10/08;00:00:00;128.5000000
GAZP;D;13/10/08;00:00:00;117.1800000
GAZP;D;14/10/08;00:00:00;132.9100000
GAZP;D;15/10/08;00:00:00;122.0000000
GAZP;D;16/10/08;00:00:00;105.5700000
GAZP;D;17/10/08;00:00:00;103.3500000
GAZP;D;20/10/08;00:00:00;109.5000000
GAZP;D;21/10/08;00:00:00;117.4700000
GAZP;D;22/10/08;00:00:00;110.0000000
GAZP;D;23/10/08;00:00:00;103.0000000
GAZP;D;24/10/08;00:00:00;86.6000000
GAZP;D;28/10/08;00:00:00;92.0000000
GAZP;D;29/10/08;00:00:00;110.0500000
GAZP;D;30/10/08;00:00:00;129.9900000
GAZP;D;31/10/08;00:00:00;133.5000000
GAZP;D;01/11/08;00:00:00;140.3200000
GAZP;D;05/11/08;00:00:00;141.5000000
GAZP;D;06/11/08;00:00:00;127.5200000
GAZP;D;07/11/08;00:00:00;132.7800000
GAZP;D;10/11/08;00:00:00;135.6300000
GAZP;D;11/11/08;00:00:00;116.5000000
GAZP;D;13/11/08;00:00:00;108.9900000
GAZP;D;14/11/08;00:00:00;107.0000000
GAZP;D;17/11/08;00:00:00;100.0000000
GAZP;D;18/11/08;00:00:00;101.4400000
GAZP;D;19/11/08;00:00:00;99.0000000
GAZP;D;20/11/08;00:00:00;96.2500000
GAZP;D;21/11/08;00:00:00;91.0000000
GAZP;D;24/11/08;00:00:00;112.4800000
GAZP;D;25/11/08;00:00:00;109.9100000
GAZP;D;26/11/08;00:00:00;110.5000000
GAZP;D;27/11/08;00:00:00;117.7700000
GAZP;D;28/11/08;00:00:00;118.3600000
GAZP;D;01/12/08;00:00:00;111.3000000
GAZP;D;02/12/08;00:00:00;114.0000000
GAZP;D;03/12/08;00:00:00;109.8000000
GAZP;D;04/12/08;00:00:00;107.1500000
GAZP;D;05/12/08;00:00:00;105.5000000
GAZP;D;08/12/08;00:00:00;116.5000000
GAZP;D;09/12/08;00:00:00;112.2300000
GAZP;D;10/12/08;00:00:00;111.9900000
GAZP;D;11/12/08;00:00:00;114.9500000
GAZP;D;12/12/08;00:00:00;115.2600000
GAZP;D;15/12/08;00:00:00;116.8000000
GAZP;D;16/12/08;00:00:00;115.5000000
GAZP;D;17/12/08;00:00:00;113.1500000
GAZP;D;18/12/08;00:00:00;105.7000000
GAZP;D;19/12/08;00:00:00;105.1000000
GAZP;D;22/12/08;00:00:00;109.9000000
GAZP;D;23/12/08;00:00:00;115.0300000
GAZP;D;24/12/08;00:00:00;111.1000000
GAZP;D;25/12/08;00:00:00;106.3000000
GAZP;D;26/12/08;00:00:00;102.6000000
GAZP;D;29/12/08;00:00:00;103.4400000
GAZP;D;30/12/08;00:00:00;108.6000000
GAZP;D;31/12/08;00:00:00;107.6300000
GAZP;D;11/01/09;00:00:00;111.5800000
GAZP;D;12/01/09;00:00:00;113.8500000
GAZP;D;13/01/09;00:00:00;114.1400000
GAZP;D;14/01/09;00:00:00;108.3000000
GAZP;D;15/01/09;00:00:00;107.1700000
GAZP;D;16/01/09;00:00:00;107.9000000
GAZP;D;19/01/09;00:00:00;106.0500000
GAZP;D;20/01/09;00:00:00;105.5500000
GAZP;D;21/01/09;00:00:00;107.9900000
GAZP;D;22/01/09;00:00:00;103.7900000
